"","Model","Var1","Var2","value"
"247","Curveball",47,"d3",-0.36288588542001
"248","Curveball",48,"d3",-0.070453313250438
"249","Curveball",49,"d3",-0.0529788420694719
"250","Curveball",50,"d3",-0.247568593555721
"251","Curveball",1,"d4",-0.0373263677228987
"252","Curveball",2,"d4",-0.0597302439678659
"253","Curveball",3,"d4",-0.297379909536328
"254","Curveball",4,"d4",-0.025142817836432
"255","Curveball",5,"d4",-0.0726163980561758
"256","Curveball",6,"d4",-0.213064704539395
"257","Curveball",7,"d4",-0.0345646790024871
"258","Curveball",8,"d4",-0.113281336219904
"259","Curveball",9,"d4",-0.243113497232639
"260","Curveball",10,"d4",-0.0389902311114592
"261","Curveball",11,"d4",-0.0253100869466702
"262","Curveball",12,"d4",-0.166997288092558
"263","Curveball",13,"d4",-0.33142508354815
"264","Curveball",14,"d4",-0.300661380289951
"265","Curveball",15,"d4",-0.227846339619554
"266","Curveball",16,"d4",-0.0637514115241611
"267","Curveball",17,"d4",-0.267713787249796
"268","Curveball",18,"d4",-0.161083247572693
"269","Curveball",19,"d4",-0.040191206864853
"270","Curveball",20,"d4",-0.0311229386358008
"271","Curveball",21,"d4",-0.0837926043547086
"272","Curveball",22,"d4",0.295556522842921
"273","Curveball",23,"d4",-0.231668540085595
"274","Curveball",24,"d4",-0.14452579776303
"275","Curveball",25,"d4",-0.0692613371942893
"276","Curveball",26,"d4",-0.0485962502859578
"277","Curveball",27,"d4",-0.0635941933460722
"278","Curveball",28,"d4",-0.166166280433509
"279","Curveball",29,"d4",-0.0571612232905364
"280","Curveball",30,"d4",-0.0561763539886923
"281","Curveball",31,"d4",-0.185907050051765
"282","Curveball",32,"d4",-0.133700681072936
"283","Curveball",33,"d4",-0.0781647029615653
"284","Curveball",34,"d4",-0.0867168412521123
"285","Curveball",35,"d4",-0.118754003512404
"286","Curveball",36,"d4",-0.0494507407318416
"287","Curveball",37,"d4",-0.402784780076278
"288","Curveball",38,"d4",-0.309128528463772
"289","Curveball",39,"d4",-0.369154535972646
"290","Curveball",40,"d4",-0.255040517761913
"291","Curveball",41,"d4",-0.336743099116471
"292","Curveball",42,"d4",-0.328874816789416
"293","Curveball",43,"d4",-0.0313460694979052
"294","Curveball",44,"d4",-0.0371270243106357
"295","Curveball",45,"d4",-0.0236223325958499
"296","Curveball",46,"d4",-0.0223481059569963
"297","Curveball",47,"d4",-0.343109352881331
"298","Curveball",48,"d4",-0.0753591731172427
"299","Curveball",49,"d4",-0.0551640784013753
"300","Curveball",50,"d4",-0.289613444983751
"301","Curveball",1,"s3",-0.0126252396725836
"302","Curveball",2,"s3",-0.0286989427636242
"303","Curveball",3,"s3",-0.19076105843327
"304","Curveball",4,"s3",-0.0107621744620483
"305","Curveball",5,"s3",-0.0569365372089577
"306","Curveball",6,"s3",-0.110571493499656
"307","Curveball",7,"s3",-0.0203176487503059
"308","Curveball",8,"s3",-0.0686890703919445
"309","Curveball",9,"s3",-0.0851368778429117
"310","Curveball",10,"s3",-0.0257136864737864
"311","Curveball",11,"s3",-0.0128187361206392
"312","Curveball",12,"s3",-0.159235152637281
"313","Curveball",13,"s3",-0.26193987144737
"314","Curveball",14,"s3",-0.227489935008651
"315","Curveball",15,"s3",-0.0966831062773535
"316","Curveball",16,"s3",-0.0208891050591301
"317","Curveball",17,"s3",-0.150653306766967
"318","Curveball",18,"s3",-0.160650900894662
"319","Curveball",19,"s3",-0.0274452004607744
"320","Curveball",20,"s3",-0.0249195934108353
"321","Curveball",21,"s3",-0.0647322391491822
"322","Curveball",22,"s3",-0.290502834126556
"323","Curveball",23,"s3",-0.131378926564711
"324","Curveball",24,"s3",-0.102175134093032
"325","Curveball",25,"s3",-0.0530554510411444
"326","Curveball",26,"s3",-0.0615919545459387
"327","Curveball",27,"s3",-0.0412547659835504
"328","Curveball",28,"s3",-0.146969553621433
"329","Curveball",29,"s3",-0.0365873877830446
"330","Curveball",30,"s3",-0.0415552693113979
"331","Curveball",31,"s3",-0.230486851277598
"332","Curveball",32,"s3",-0.105111668792005
"333","Curveball",33,"s3",-0.0272826619051506
"334","Curveball",34,"s3",-0.0496903344611391
"335","Curveball",35,"s3",-0.195778959180275
"336","Curveball",36,"s3",-0.0301349223852249
"337","Curveball",37,"s3",-0.211961356772636
"338","Curveball",38,"s3",-0.270916992247344
"339","Curveball",39,"s3",-0.152985162334448
"340","Curveball",40,"s3",-0.103117510868976
"341","Curveball",41,"s3",-0.268908226927037
"342","Curveball",42,"s3",-0.209250829461245
"343","Curveball",43,"s3",-0.0201550570579322
"344","Curveball",44,"s3",-0.0173516985883714
"345","Curveball",45,"s3",-0.0120841110903962
"346","Curveball",46,"s3",-0.0113457495879102
"347","Curveball",47,"s3",-0.15442294198619
"348","Curveball",48,"s3",-0.0482074236728917
"349","Curveball",49,"s3",-0.0287604905964712
"350","Curveball",50,"s3",-0.146966169279866
"351","Curveball",1,"d2",-0.0354066856126737
"352","Curveball",2,"d2",-0.0537394830832807
"353","Curveball",3,"d2",0.183529315983927
"354","Curveball",4,"d2",-0.0236254701975209
"355","Curveball",5,"d2",-0.0677598251701945
"356","Curveball",6,"d2",-0.0189491339842274
"357","Curveball",7,"d2",-0.0326197701224208
"358","Curveball",8,"d2",-0.0747420819664943
"359","Curveball",9,"d2",-0.219878141526599
"360","Curveball",10,"d2",-0.0376085625003258
"361","Curveball",11,"d2",-0.023567497870742
"362","Curveball",12,"d2",-0.123037538329525
"363","Curveball",13,"d2",-0.156966775260279
"364","Curveball",14,"d2",0.183304473081014
"365","Curveball",15,"d2",-0.215955058406067
"366","Curveball",16,"d2",-0.0602721186830816
"367","Curveball",17,"d2",-0.232240647694923
"368","Curveball",18,"d2",-0.114693008188407
"369","Curveball",19,"d2",-0.0368321143670484
"370","Curveball",20,"d2",-0.029999144596565
"371","Curveball",21,"d2",-0.0762588384108405
"372","Curveball",22,"d2",-0.446220906087813
"373","Curveball",23,"d2",-0.204382764921924
"374","Curveball",24,"d2",-0.106489611398538
"375","Curveball",25,"d2",-0.0660505062833107
"376","Curveball",26,"d2",-0.0041015527422245
"377","Curveball",27,"d2",-0.0588091015466533
"378","Curveball",28,"d2",-0.114910512394393
"379","Curveball",29,"d2",-0.0556071672544306
"380","Curveball",30,"d2",-0.0533933504401712
"381","Curveball",31,"d2",0.140346537630548
"382","Curveball",32,"d2",-0.120664579256595
"383","Curveball",33,"d2",-0.0682825596806885
"384","Curveball",34,"d2",-0.076005956146464
"385","Curveball",35,"d2",-0.0459049611691139
"386","Curveball",36,"d2",-0.0455788166033065
"387","Curveball",37,"d2",0.337283271018396
"388","Curveball",38,"d2",-0.0939174342551147
"389","Curveball",39,"d2",-0.306190537050363
"390","Curveball",40,"d2",0.0147923267965244
"391","Curveball",41,"d2",-0.226729891301627
"392","Curveball",42,"d2",-0.220159749150471
"393","Curveball",43,"d2",-0.0308438820494845
"394","Curveball",44,"d2",-0.0357503528846976
"395","Curveball",45,"d2",-0.023404177655547
"396","Curveball",46,"d2",-0.0221204449600062
"397","Curveball",47,"d2",-0.130719847220229
"398","Curveball",48,"d2",-0.0653163714978331
"399","Curveball",49,"d2",-0.0504712166850499
"400","Curveball",50,"d2",-0.219317593097885
"401","Curveball",1,"d1",-0.013972595483718
"402","Curveball",2,"d1",-0.00571724137396546
"403","Curveball",3,"d1",-0.209312251020383
"404","Curveball",4,"d1",-0.00955526688059638
"405","Curveball",5,"d1",-0.0164322608957786
"406","Curveball",6,"d1",0.0898748080645661
"407","Curveball",7,"d1",-0.0123661998728934
"408","Curveball",8,"d1",-0.0908373410865334
"409","Curveball",9,"d1",-0.255027634777957
"410","Curveball",10,"d1",-0.0153712013182253
"411","Curveball",11,"d1",-0.00663539659176028
"412","Curveball",12,"d1",-0.10383758193063
"413","Curveball",13,"d1",-0.17926193583472
"414","Curveball",14,"d1",-0.0925584000974163
"415","Curveball",15,"d1",-0.127141109902187
"416","Curveball",16,"d1",-0.0414040599693237
"417","Curveball",17,"d1",-0.252415572828741
"418","Curveball",18,"d1",-0.104784186984891
"419","Curveball",19,"d1",-0.0167823273177923
"420","Curveball",20,"d1",-0.00821420612667185
"421","Curveball",21,"d1",-0.0477331553473927
"422","Curveball",22,"d1",-0.196539176866621
"423","Curveball",23,"d1",-0.231688286628598
"424","Curveball",24,"d1",-0.0971312214701479
"425","Curveball",25,"d1",-0.0273057689057553
"426","Curveball",26,"d1",-0.0424091695641506
"427","Curveball",27,"d1",-0.0345592756330248
"428","Curveball",28,"d1",-0.0966661658194772
"429","Curveball",29,"d1",-0.0207327389205872
"430","Curveball",30,"d1",-0.0254506798560656
"431","Curveball",31,"d1",0.208445092442117
"432","Curveball",32,"d1",-0.068423336069416
"433","Curveball",33,"d1",-0.0360148451379961
"434","Curveball",34,"d1",-0.0462802848460972
"435","Curveball",35,"d1",0.165338008671456
"436","Curveball",36,"d1",-0.0186616261412277
"437","Curveball",37,"d1",0.238953968355886
"438","Curveball",38,"d1",-0.0304116224991128
"439","Curveball",39,"d1",-0.233127317765245
"440","Curveball",40,"d1",0.00178261654836632
"441","Curveball",41,"d1",-0.210798156083381
"442","Curveball",42,"d1",-0.213708000080589
"443","Curveball",43,"d1",-0.0133440691579939
"444","Curveball",44,"d1",-0.00608426494775916
"445","Curveball",45,"d1",-0.00207194214128291
"446","Curveball",46,"d1",0
"447","Curveball",47,"d1",-0.151088384302089
"448","Curveball",48,"d1",-0.0292851866906613
"449","Curveball",49,"d1",-0.0198292210353641
"450","Curveball",50,"d1",-0.0842838399070247
"451","Curveball",1,"d5",-0.00641556165375795
"452","Curveball",2,"d5",-0.0137147065737852
"453","Curveball",3,"d5",-0.332541704617966
"454","Curveball",4,"d5",-0.00496567654734801
"455","Curveball",5,"d5",-0.0255317375281786
"456","Curveball",6,"d5",-0.177163129886519
"457","Curveball",7,"d5",-0.0116235712281143
"458","Curveball",8,"d5",-0.0648604690926329
"459","Curveball",9,"d5",-0.15622029920417
"460","Curveball",10,"d5",-0.0133634515977817
"461","Curveball",11,"d5",-0.00435100954332412
"462","Curveball",12,"d5",-0.125354475557538
"463","Curveball",13,"d5",-0.152253545653137
"464","Curveball",14,"d5",-0.478395241622637
"465","Curveball",15,"d5",-0.0678780621969814
"466","Curveball",16,"d5",-0.00852709004428754
"467","Curveball",17,"d5",-0.200421353891233
"468","Curveball",18,"d5",-0.117448406548773
"469","Curveball",19,"d5",-0.0151135600684064
"470","Curveball",20,"d5",-0.00959427993413465
"471","Curveball",21,"d5",-0.0500134045173493
"472","Curveball",22,"d5",-0.12868257418867
"473","Curveball",23,"d5",-0.191352609174597
"474","Curveball",24,"d5",-0.099020621442369
"475","Curveball",25,"d5",-0.0300515282582399
"476","Curveball",26,"d5",-0.0102621211348437
"477","Curveball",27,"d5",-0.0324093542600852
"478","Curveball",28,"d5",-0.114707718486665
"479","Curveball",29,"d5",-0.0237933118605738
"480","Curveball",30,"d5",-0.025393943230085
"481","Curveball",31,"d5",-0.235074284989806
"482","Curveball",32,"d5",-0.0584734874485057
"483","Curveball",33,"d5",-0.019332737157615
"484","Curveball",34,"d5",-0.0335016803394643
"485","Curveball",35,"d5",-0.306532581148018
"486","Curveball",36,"d5",-0.0177801101472023
"487","Curveball",37,"d5",-0.44117815800049
"488","Curveball",38,"d5",-0.421505514437054
"489","Curveball",39,"d5",-0.285554963181642
"490","Curveball",40,"d5",-0.250199178488768
"491","Curveball",41,"d5",-0.238337195220284
"492","Curveball",42,"d5",-0.227270625389731
"493","Curveball",43,"d5",-0.0121536847381324
"494","Curveball",44,"d5",-0.00991682459112518
"495","Curveball",45,"d5",-0.00335086159157768
"496","Curveball",46,"d5",-0.00264755272115248
"497","Curveball",47,"d5",-0.25285281261603
"498","Curveball",48,"d5",-0.0268758929076741
"499","Curveball",49,"d5",-0.016316829832688
"500","Curveball",50,"d5",-0.199707237876308
"501","Curveball",1,"d7",-0.00323839435913337
"502","Curveball",2,"d7",-0.000824566020002991
"503","Curveball",3,"d7",-0.1925130369853
"504","Curveball",4,"d7",-0.00177861295479251
"505","Curveball",5,"d7",-0.00584500594965887
"506","Curveball",6,"d7",-0.0953812564713001
"507","Curveball",7,"d7",-0.00243817345624036
"508","Curveball",8,"d7",-0.0328231522676809
"509","Curveball",9,"d7",-0.126545949308708
"510","Curveball",10,"d7",-0.00418628132580632
"511","Curveball",11,"d7",0
"512","Curveball",12,"d7",-0.0550992190003912
"513","Curveball",13,"d7",-0.0530637806195538
"514","Curveball",14,"d7",-0.212805219237245
"515","Curveball",15,"d7",-0.0173944885736899
"516","Curveball",16,"d7",0
"517","Curveball",17,"d7",-0.11359998436303
"518","Curveball",18,"d7",-0.0506506342826131
"519","Curveball",19,"d7",-0.0037397746378805
"520","Curveball",20,"d7",-0.00195799717596011
"521","Curveball",21,"d7",-0.0210605789391802
"522","Curveball",22,"d7",-0.0791396889602036
"523","Curveball",23,"d7",-0.109387452954212
"524","Curveball",24,"d7",-0.045396548278608
"525","Curveball",25,"d7",-0.0101306381630333
"526","Curveball",26,"d7",0
"527","Curveball",27,"d7",-0.0132583986876958
"528","Curveball",28,"d7",-0.0539586445139805
"529","Curveball",29,"d7",-0.0066947068705262
"530","Curveball",30,"d7",-0.00892069953331943
"531","Curveball",31,"d7",-0.0645320058524353
"532","Curveball",32,"d7",-0.0223358395444647
"533","Curveball",33,"d7",0
"534","Curveball",34,"d7",-0.0126233841439458
"535","Curveball",35,"d7",-0.080474731115741
"536","Curveball",36,"d7",-0.00545141051807597
"537","Curveball",37,"d7",-0.118252808861243
"538","Curveball",38,"d7",-0.208796145185861
"539","Curveball",39,"d7",-0.203887682136091
"540","Curveball",40,"d7",-0.391200682254008
"541","Curveball",41,"d7",-0.101907553842207
"542","Curveball",42,"d7",-0.110623925587762
"543","Curveball",43,"d7",-0.00330833359452335
"544","Curveball",44,"d7",-0.00149982654308267
"545","Curveball",45,"d7",0
"546","Curveball",46,"d7",0
"547","Curveball",47,"d7",-0.153714667786091
"548","Curveball",48,"d7",-0.0080467744098527
"549","Curveball",49,"d7",-0.00434385055605068
"550","Curveball",50,"d7",-0.125830736221977
"551","Curveball",1,"d6",0
"552","Curveball",2,"d6",0
"553","Curveball",3,"d6",0.164752268424765
"554","Curveball",4,"d6",0
"555","Curveball",5,"d6",0
"556","Curveball",6,"d6",0.232427006724116
"557","Curveball",7,"d6",0
"558","Curveball",8,"d6",-0.00615734781374742
"559","Curveball",9,"d6",-0.0572397528445046
"560","Curveball",10,"d6",0
"561","Curveball",11,"d6",0
"562","Curveball",12,"d6",-0.0109099880785274
"563","Curveball",13,"d6",-0.00262475187911862
"564","Curveball",14,"d6",0.481396515346351
"565","Curveball",15,"d6",0
"566","Curveball",16,"d6",0
"567","Curveball",17,"d6",-0.0439929590321425
"568","Curveball",18,"d6",-0.00946780031212785
"569","Curveball",19,"d6",0
"570","Curveball",20,"d6",0
"571","Curveball",21,"d6",-0.00336737798091316
"572","Curveball",22,"d6",-0.0187622973332796
"573","Curveball",23,"d6",-0.0440376845656338
"574","Curveball",24,"d6",-0.0071071886350561
"575","Curveball",25,"d6",-0.00155773863689915
"576","Curveball",26,"d6",0
"577","Curveball",27,"d6",-0.00190182110430129
"578","Curveball",28,"d6",-0.0110190321410826
"579","Curveball",29,"d6",0
"580","Curveball",30,"d6",-0.00164935628131323
"581","Curveball",31,"d6",0.754104464164777
"582","Curveball",32,"d6",-0.00104954299871673
"583","Curveball",33,"d6",0
"584","Curveball",34,"d6",-0.00145201163182377
"585","Curveball",35,"d6",0.257050463387349
"586","Curveball",36,"d6",0
"587","Curveball",37,"d6",0.375553385539122
"588","Curveball",38,"d6",0.164952897483296
"589","Curveball",39,"d6",-0.0756062980099982
"590","Curveball",40,"d6",0.344834311997277
"591","Curveball",41,"d6",-0.020215286347142
"592","Curveball",42,"d6",-0.0241414054748464
"593","Curveball",43,"d6",0
"594","Curveball",44,"d6",0
"595","Curveball",45,"d6",0
"596","Curveball",46,"d6",0
"597","Curveball",47,"d6",-0.0608244224823817
"598","Curveball",48,"d6",0
"599","Curveball",49,"d6",0
"600","Curveball",50,"d6",-0.0366856226253958
"601","Curveball",1,"d8",-0.00530303401982197
"602","Curveball",2,"d8",-0.00738487284080291
"603","Curveball",3,"d8",-0.175288253625365
"604","Curveball",4,"d8",-0.00525942993798743
"605","Curveball",5,"d8",-0.0167954732142038
"606","Curveball",6,"d8",-0.0834237892626711
"607","Curveball",7,"d8",-0.00765758492538815
"608","Curveball",8,"d8",-0.041191752321625
"609","Curveball",9,"d8",-0.0902816024958433
"610","Curveball",10,"d8",-0.00811606370393086
"611","Curveball",11,"d8",-0.00218433335427355
"612","Curveball",12,"d8",-0.0622712328331555
